Time,TAIEX,Non-Finance Sub-index,Non-Electronics Sub-index,Non-Finance Non-Electronics Sub-Index,Cement,Food,Plastic,Textile,Electric Machinery,Electrical and Cable,"Chemical, Biotechnology, and Medical Care",Chemical,Biotechnology and Medical Care,Glass and Ceramic,Paper and Pulp,Iron and Steel,Rubber,Automobile,Electronics,Semiconductor,Computer and Peripheral Equipment,Optoelectronic,Communications and Internet,Electronic Parts/Components,Electronic Products Distribution,Information Service,Other Electronic,Building Material and Construction,Shipping and Transportation,Tourism,Finance and Insurance,Department Stores,"Oil, Gas and Electricity",Other
1:15:55 PM,17566.37,"15,024.60","20,558.13","16,847.66",193.51,"1,874.63",293.29,596.34,235.44,87.62,124.03,154.29,66.86,65.42,387.19,187.25,279.53,320.28,815.7,402.89,141.23,38.28,137.17,189.31,205.99,130.91,98.66,379.27,266.33,96.38,"1,885.82",311.34,123.37,389.25
1:16:00 PM,17575.38,"15,033.31","20,555.65","16,844.31",193.51,"1,876.08",292.86,596.33,235.38,87.69,124.02,154.28,66.86,65.42,387.05,187.23,279.53,320.28,816.46,403.36,141.23,38.28,137.17,189.25,205.95,130.91,98.97,379.28,266.32,96.41,"1,885.92",311.32,123.37,389.25
1:16:05 PM,17574.44,"15,032.08","20,555.74","16,843.29",193.33,"1,874.63",292.86,596.32,235.42,87.62,124.02,154.28,66.86,65.42,387.05,187.23,279.43,320.31,816.39,403.36,141.23,38.26,137.03,189.24,205.97,130.91,98.97,379.28,266.35,96.41,"1,886.19",311.32,123.37,389.26
1:16:10 PM,17566.46,"15,025.12","20,559.07","16,850.35",193.33,"1,874.63",293.37,596.32,235.43,87.61,124.03,154.29,66.86,65.42,387.19,187.34,279.57,320.31,815.69,402.87,141.19,38.28,137.28,189.28,205.88,130.91,98.66,379.28,266.55,96.41,"1,885.44",311.32,123.37,389.2
1:16:15 PM,17567.4,"15,025.77","20,556.44","16,846.20",193.39,"1,876.08",292.85,596.32,235.51,87.63,124.03,154.3,66.86,65.52,387.19,187.23,279.61,320.31,815.83,402.93,141.19,38.27,137.18,189.15,205.88,130.91,98.97,379.22,266.52,96.4,"1,885.69",311.32,123.37,389.2
1:16:20 PM,17574.47,"15,031.95","20,556.09","16,843.16",193.51,"1,876.08",292.84,596.32,235.47,87.63,124.03,154.3,66.86,65.52,387.19,187.09,279.57,320.31,816.38,403.42,141.19,38.27,136.94,189.16,205.88,130.91,98.97,379.18,266.32,96.4,"1,886.32",311.32,123.37,389.19
1:16:25 PM,17575.18,"15,033.09","20,556.04","16,844.71",193.51,"1,876.14",292.92,596.32,235.46,87.62,124.03,154.31,66.86,65.52,387.19,187.11,279.61,320.28,816.44,403.39,141.21,38.28,137.18,189.16,205.87,130.91,98.96,379.16,266.37,96.4,"1,885.93",311.32,123.37,389.23
1:16:30 PM,17568.68,"15,027.46","20,559.44","16,851.36",193.51,"1,876.14",293.38,596.33,235.4,87.62,124.02,154.28,66.86,65.55,387.19,187.24,279.61,320.28,815.85,402.91,141.18,38.26,137.3,189.2,205.87,130.91,98.96,379.2,266.52,96.41,"1,885.30",311.32,123.37,389.34
1:16:35 PM,17575.4,"15,033.52","20,557.26","16,846.95",193.51,"1,876.14",293.3,596.33,235.4,87.62,124.02,154.28,66.86,65.55,387.19,187.08,279.61,320.31,816.42,403.4,141.2,38.28,137.05,189.18,205.87,130.91,98.97,379.11,266.31,96.41,"1,885.74",311.15,123.37,389.35
1:16:40 PM,17567.64,"15,025.60","20,558.02","16,846.61",193.45,"1,876.08",293.29,596.33,235.4,87.62,124.01,154.27,66.86,65.52,387.19,187.11,279.51,320.29,815.81,402.91,141.21,38.28,137.03,189.25,205.87,130.91,98.97,379.12,266.35,96.43,"1,886.04",311.15,123.37,389.27
1:16:45 PM,17567.86,"15,025.74","20,558.41","16,846.84",193.45,"1,876.04",293.37,596.33,235.4,87.62,124,154.24,66.86,65.52,387.05,187.1,279.51,320.29,815.81,402.92,141.21,38.28,137.03,189.21,205.87,130.91,98.97,379.15,266.32,96.44,"1,886.10",311.14,123.37,389.27
1:16:50 PM,17575.31,"15,033.38","20,556.34","16,845.66",193.4,"1,876.04",292.93,596.33,235.34,87.69,124.02,154.27,66.86,65.52,387.05,187.1,279.65,320.26,816.44,403.42,141.2,38.28,137.03,189.19,205.89,130.91,98.97,379.17,266.56,96.44,"1,885.79",311.14,123.37,389.27
1:16:55 PM,17574.56,"15,032.02","20,556.05","16,843.02",193.34,"1,876.13",292.85,596.33,235.39,87.69,123.99,154.2,66.86,65.52,387.05,187.07,279.65,320.54,816.39,403.38,141.2,38.28,137.03,189.19,205.85,130.91,98.97,379.17,266.32,96.44,"1,886.34",311.14,123.37,389.31
1:17:00 PM,17575.48,"15,033.40","20,556.77","16,845.65",193.4,"1,876.13",292.93,596.05,235.38,87.69,123.97,154.19,66.85,65.52,387.05,187.21,279.61,320.54,816.44,403.41,141.2,38.28,137.07,189.18,205.79,130.89,98.98,379.15,266.49,96.44,"1,885.92",311.14,123.37,389.22
1:17:05 PM,17576.35,"15,034.61","20,559.13","16,849.78",193.45,"1,876.13",293.37,596.17,235.37,87.62,123.96,154.18,66.85,65.53,387.05,187.09,279.61,320.57,816.45,403.42,141.18,38.26,137.04,189.2,205.95,130.89,98.98,379.15,266.43,96.45,"1,885.60",311.11,123.49,389.4
1:17:10 PM,17575.16,"15,034.27","20,559.61","16,853.31",193.45,"1,876.13",293.37,596.17,235.36,87.6,123.92,154.15,66.81,65.55,387.05,187.19,279.51,320.56,816.34,403.4,141.18,38.28,137.3,189.2,205.96,130.89,98.65,379.15,266.66,96.45,"1,884.88",311.11,123.49,389.57
1:17:15 PM,17577.2,"15,036.23","20,554.61","16,847.22",193.45,"1,876.13",292.94,596.32,235.37,87.63,123.95,154.16,66.84,65.44,387.19,187.25,279.46,320.56,816.63,403.48,141.18,38.27,137.3,189.22,205.97,130.89,98.97,379.15,266.49,96.45,"1,884.91",311.14,123.49,389.27
1:17:20 PM,17577.36,"15,035.15","20,558.29","16,847.15",193.51,"1,876.13",293.38,596.4,235.41,87.63,123.96,154.18,66.84,65.44,387.19,187.2,279.46,320.28,816.55,403.43,141.2,38.27,137.32,189.18,205.97,130.87,98.96,379.04,266.15,96.44,"1,885.99",311.32,123.49,389.27
1:17:25 PM,17569.39,"15,027.00","20,561.47","16,849.65",193.45,"1,876.01",292.94,596.4,235.39,87.7,123.97,154.2,66.84,65.44,387.19,187.2,279.54,320.51,815.85,402.91,141.16,38.27,137.32,189.18,205.9,130.87,98.96,379.08,266.7,96.44,"1,886.31",311.32,123.49,389.28
1:17:30 PM,17579.14,"15,037.58","20,562.21","16,854.33",193.44,"1,876.01",293.38,596.4,235.33,87.61,123.97,154.21,66.84,65.44,387.19,187.2,279.59,320.54,816.58,403.45,141.17,38.27,137.3,189.25,205.9,130.87,98.96,379.08,266.83,96.44,"1,885.39",311.32,123.49,389.28
1:17:35 PM,17570.58,"15,028.57","20,563.47","16,853.50",193.46,"1,876.01",293.5,596.4,235.33,87.61,123.98,154.22,66.84,65.44,387.19,187.2,279.59,320.54,815.89,402.92,141.21,38.27,137.3,189.22,205.9,130.87,98.96,379.07,266.67,96.44,"1,885.95",311.23,123.49,389.28
1:17:40 PM,17568.53,"15,026.45","20,561.80","16,851.07",193.46,"1,876.09",292.98,596.4,235.35,87.6,123.97,154.2,66.84,65.44,387.19,187.07,279.59,320.54,815.77,402.91,141.15,38.27,137.04,189.27,205.9,130.88,98.96,379.07,266.94,96.44,"1,886.06",311.2,123.49,389.31
1:17:45 PM,17576.28,"15,033.33","20,561.96","16,848.77",193.46,"1,876.09",293.06,596.4,235.37,87.6,123.97,154.2,66.84,65.44,387.17,187.21,279.59,320.54,816.37,403.41,141.16,38.27,137.3,189.27,205.9,130.88,98.65,379.06,266.66,96.44,"1,886.67",311.19,123.37,389.27
1:17:50 PM,17567.45,"15,025.06","20,558.61","16,846.09",193.46,"1,876.09",293.06,596.4,235.37,87.6,123.98,154.23,66.84,65.44,387.17,187.07,279.59,320.54,815.77,402.9,141.17,38.28,137.06,189.21,205.88,130.88,98.97,379.06,266.46,96.44,"1,886.35",311.19,123.37,389.31
1:17:55 PM,17575.17,"15,033.03","20,560.58","16,849.95",193.46,"1,876.09",293.06,596.32,235.37,87.62,123.97,154.21,66.84,65.44,387.29,187.19,279.73,320.54,816.32,403.36,141.16,38.26,136.95,189.23,205.88,130.88,98.97,379.13,266.73,96.44,"1,885.98",311.19,123.37,389.32
1:18:00 PM,17575.62,"15,033.95","20,561.79","16,853.13",193.46,"1,876.09",293.5,596.32,235.36,87.62,124,154.26,66.84,65.44,387.41,187.09,279.69,320.51,816.32,403.38,141.2,38.24,136.91,189.21,205.81,130.88,98.97,379.08,266.78,96.44,"1,885.55",311.19,123.37,389.3
1:18:05 PM,17576.99,"15,035.09","20,560.22","16,850.53",193.52,"1,876.09",293.39,596.32,235.44,87.62,124,154.27,66.84,65.44,387.41,187.23,279.69,320.51,816.47,403.42,141.21,38.28,137.06,189.22,205.89,130.88,98.96,379.08,266.47,96.44,"1,885.73",311.19,123.37,389.26
1:18:10 PM,17565.38,"15,023.82","20,561.20","16,851.98",193.51,"1,876.21",293.39,596.31,235.45,87.61,123.99,154.25,66.84,65.44,387.41,187.24,279.69,320.54,815.55,402.88,141.19,38.28,136.94,189.24,205.87,130.88,98.65,379.07,266.57,96.41,"1,885.66",311.19,123.37,389.32
1:18:15 PM,17565.6,"15,024.10","20,558.77","16,849.31",193.53,"1,876.21",293.39,596.33,235.43,87.61,123.98,154.23,66.84,65.43,387.41,187.26,279.69,320.54,815.63,402.88,141.19,38.28,137.2,189.21,205.87,130.88,98.65,379.09,266.3,96.41,"1,885.61",311.19,123.37,389.32
1:18:20 PM,17577.9,"15,035.86","20,562.98","16,853.43",193.46,"1,876.32",293.38,596.33,235.42,87.62,123.98,154.25,66.83,65.43,387.41,187.14,279.69,320.55,816.46,403.4,141.2,38.27,137.22,189.17,205.87,130.87,98.96,379.14,266.8,96.42,"1,885.83",311.23,123.37,389.34
1:18:25 PM,17563.84,"15,022.32","20,555.85","16,845.60",193.53,"1,876.20",292.95,596.34,235.4,87.62,123.97,154.22,66.83,65.44,387.41,187.27,279.69,320.55,815.57,402.91,141.2,38.27,136.94,189.21,205.95,130.87,98.65,379.09,266.33,96.42,"1,885.66",310.94,123.37,389.37
1:18:30 PM,17572.73,"15,030.98","20,558.83","16,849.07",193.46,"1,876.20",292.95,596.34,235.37,87.62,123.96,154.21,66.83,65.44,387.41,187.15,279.69,321.31,816.18,403.4,141.18,38.27,136.94,189.16,205.95,130.87,98.65,379.14,266.6,96.42,"1,885.68",310.94,123.37,389.38
1:18:35 PM,17574.13,"15,032.54","20,560.00","16,851.14",193.53,"1,876.20",292.95,596.6,235.42,87.62,123.94,154.17,66.82,65.39,387.41,187.27,279.69,321.31,816.25,403.39,141.15,38.27,137.18,189.18,205.96,130.87,98.64,379.12,266.6,96.42,"1,885.52",311.12,123.37,389.44
1:18:40 PM,17567.24,"15,025.80","20,564.18","16,856.13",193.46,"1,876.20",293.39,596.34,235.44,87.62,123.96,154.21,66.82,65.39,387.41,187.28,279.69,321.3,815.61,402.89,141.16,38.28,137.19,189.16,205.96,130.87,98.64,379.13,266.78,96.37,"1,885.52",311.12,123.37,389.42
1:18:45 PM,17576.9,"15,035.19","20,567.02","16,859.35",193.46,"1,876.27",293.5,596.35,235.41,87.63,123.95,154.19,66.82,65.39,387.41,187.41,279.69,321.3,816.28,403.44,141.16,38.28,137.05,189.18,205.92,130.87,98.65,379.16,266.94,96.37,"1,885.57",311.12,123.37,389.38
1:18:50 PM,17567.03,"15,025.37","20,565.39","16,856.77",193.46,"1,876.27",293.5,596.35,235.43,87.7,124.01,154.32,66.82,65.39,387.41,187.41,279.69,321.34,815.57,402.86,141.18,38.29,137.05,189.21,205.97,130.87,98.67,379.12,266.63,96.37,"1,885.72",311.12,123.37,389.34
1:18:55 PM,17568.21,"15,025.89","20,567.21","16,856.68",193.46,"1,876.29",293.5,596.37,235.41,87.68,123.99,154.27,66.82,65.39,387.41,187.31,279.73,321.34,815.61,402.92,141.22,38.28,136.94,189.18,205.95,130.86,98.67,379.12,266.74,96.37,"1,886.27",311.12,123.37,389.3
1:19:00 PM,17576.65,"15,034.47","20,562.27","16,851.94",193.35,"1,876.29",293.5,596.51,235.36,87.68,124.03,154.38,66.81,65.39,387.27,187.31,279.69,321.34,816.39,403.39,141.23,38.27,136.96,189.18,205.95,130.86,98.98,379.12,266.29,96.37,"1,885.98",311.14,123.37,389.29
1:19:05 PM,17578.11,"15,036.43","20,563.36","16,855.19",193.46,"1,874.84",293.4,596.51,235.38,87.68,124.01,154.35,66.81,65.39,387.41,187.29,279.69,321.34,816.47,403.38,141.2,38.29,137.22,189.22,205.92,130.86,98.95,379.14,266.74,96.37,"1,885.51",311.14,123.37,389.29
1:19:10 PM,17569.4,"15,028.17","20,561.76","16,854.17",193.53,"1,876.29",293.39,596.48,235.4,87.68,123.99,154.35,66.78,65.39,387.41,187.18,279.69,321.32,815.84,402.88,141.23,38.29,137.21,189.22,205.95,130.86,98.96,379.11,266.63,96.37,"1,885.30",311.14,123.37,389.33
1:19:15 PM,17569.88,"15,028.40","20,564.97","16,857.16",193.46,"1,876.32",293.5,596.49,235.36,87.68,124,154.36,66.78,65.39,387.41,187.31,279.69,321.29,815.8,402.92,141.22,38.27,137.06,189.18,205.95,130.86,98.96,379.07,266.77,96.42,"1,885.50",311.13,123.37,389.36
1:19:20 PM,17568.57,"15,026.84","20,559.77","16,849.92",193.35,"1,876.32",293.06,596.49,235.37,87.68,124.01,154.32,66.82,65.39,387.41,187.18,279.69,321.33,815.83,402.89,141.27,38.29,137.06,189.25,205.97,130.86,98.97,379.1,266.58,96.42,"1,885.75",310.94,123.37,389.32
1:19:25 PM,17576.38,"15,033.99","20,559.76","16,848.19",193.46,"1,876.32",293.06,596.38,235.33,87.66,124.01,154.32,66.82,65.39,387.41,187.3,279.69,321.33,816.43,403.38,141.23,38.27,136.96,189.33,205.97,130.86,98.97,379.15,266.27,96.42,"1,886.17",311.18,123.37,389.27
1:19:30 PM,17579.26,"15,037.09","20,564.79","16,855.19",193.46,"1,876.25",293.39,596.4,235.27,87.66,123.99,154.31,66.8,65.49,387.41,187.3,279.69,321.32,816.52,403.38,141.23,38.29,137.21,189.29,205.96,130.86,98.96,379.15,266.75,96.42,"1,885.93",311.2,123.37,389.21
1:19:35 PM,17574.07,"15,032.02","20,561.47","16,851.25",193.53,"1,876.25",293.51,596.4,235.25,87.66,123.97,154.27,66.8,65.39,387.27,187.28,279.54,321.32,816.21,403.38,141.26,38.28,136.93,189.21,205.9,130.86,98.66,379.11,266.31,96.42,"1,885.92",311.16,123.37,389.23
1:19:40 PM,17574.76,"15,032.32","20,563.66","16,852.50",193.46,"1,876.21",293.51,596.4,235.26,87.66,123.97,154.27,66.8,65.39,387.41,187.31,279.52,321.32,816.21,403.38,141.26,38.27,136.95,189.2,205.86,130.86,98.66,379.15,266.43,96.42,"1,886.25",311.16,123.37,389.23
1:19:45 PM,17569.33,"15,026.88","20,566.92","16,855.93",193.46,"1,876.21",293.51,596.4,235.29,87.67,123.99,154.31,66.81,65.39,387.41,187.31,279.66,321.32,815.7,402.89,141.27,38.26,137.32,189.2,205.88,130.86,98.66,379.12,266.74,96.42,"1,886.37",311.16,123.37,389.23
1:19:50 PM,17575.75,"15,032.62","20,565.63","16,852.46",193.46,"1,876.21",293.5,596.39,235.26,87.65,123.98,154.31,66.79,65.4,387.41,187.31,279.48,321.32,816.23,403.39,141.24,38.27,137.06,189.15,205.9,130.91,98.65,379.15,266.43,96.42,"1,886.84",311.25,123.37,389.19
1:19:55 PM,17575.51,"15,033.02","20,563.21","16,851.87",193.53,"1,876.57",293.5,596.5,235.26,87.65,123.96,154.27,66.79,65.4,387.41,187.42,279.48,321.31,816.27,403.42,141.24,38.28,137.06,189.14,205.9,130.91,98.65,379.15,266.27,96.4,"1,886.28",311.25,123.37,389.16
1:20:00 PM,17576.77,"15,034.43","20,558.83","16,847.29",193.41,"1,876.61",292.96,596.63,235.26,87.65,123.96,154.27,66.79,65.4,387.41,187.41,279.48,321.32,816.49,403.42,141.29,38.28,137.06,189.16,205.87,130.91,98.97,379.1,266.3,96.4,"1,886.12",311.25,123.37,389.16
1:20:05 PM,17570.76,"15,028.50","20,558.96","16,847.22",193.46,"1,876.47",292.96,596.71,235.26,87.65,123.98,154.26,66.82,65.4,387.59,187.3,279.62,321.34,816.02,402.93,141.27,38.3,137.32,189.31,205.92,130.87,98.97,379.17,266.3,96.4,"1,886.17",311.25,123.37,389.16
1:20:10 PM,17579.67,"15,037.32","20,561.98","16,851.25",193.35,"1,876.38",293.32,596.71,235.33,87.66,124.01,154.29,66.84,65.4,387.59,187.42,279.62,321.34,816.63,403.45,141.29,38.29,137.2,189.29,205.81,130.88,98.97,379.17,266.3,96.4,"1,886.07",311.27,123.37,389.16
1:20:15 PM,17580.02,"15,037.28","20,560.11","16,847.65",193.35,"1,876.45",292.96,596.71,235.31,87.65,124,154.28,66.84,65.4,387.47,187.45,279.77,321.34,816.7,403.49,141.29,38.3,137.2,189.29,205.92,130.88,98.97,379.21,266.28,96.4,"1,886.40",311.27,123.25,389.22
1:20:20 PM,17578.43,"15,036.42","20,561.09","16,851.28",193.41,"1,876.45",292.96,596.69,235.31,87.67,123.99,154.27,66.83,65.4,387.47,187.29,279.77,321.36,816.56,403.43,141.27,38.3,136.97,189.35,206.04,130.91,98.97,379.24,266.64,96.38,"1,885.80",311.24,123.25,389.41
1:20:25 PM,17579.27,"15,037.50","20,559.14","16,849.93",193.53,"1,876.45",292.96,596.69,235.28,87.67,123.97,154.28,66.8,65.51,387.29,187.3,279.77,321.38,816.67,403.44,141.28,38.3,137.33,189.23,206.04,130.91,98.97,379.24,266.48,96.38,"1,885.57",311.24,123.25,389.41
1:20:30 PM,17579.21,"15,037.36","20,560.09","16,850.75",193.53,"1,876.38",293.07,596.6,235.33,87.67,123.98,154.31,66.8,65.51,387.29,187.27,279.81,321.31,816.64,403.44,141.31,38.32,137.2,189.23,205.96,130.91,98.98,379.25,266.45,96.38,"1,885.64",311.45,123.25,389.4
1:20:35 PM,17574.23,"15,031.61","20,565.30","16,853.80",193.53,"1,876.38",293.51,596.6,235.59,87.66,124.01,154.32,66.82,65.4,387.15,187.27,279.81,321.29,816.12,402.95,141.32,38.31,137.35,189.35,206.11,130.91,98.99,379.21,266.31,96.38,"1,886.42",311.46,123.25,389.43
1:20:40 PM,17575.75,"15,033.01","20,567.77","16,856.41",193.53,"1,876.38",293.51,596.51,235.57,87.65,124,154.3,66.82,65.4,387.27,187.15,279.86,321.27,816.17,403,141.32,38.32,137.32,189.35,206.11,130.91,98.98,379.21,266.55,96.38,"1,886.50",311.46,123.37,389.46
1:20:45 PM,17580.37,"15,037.29","20,565.89","16,853.32",193.35,"1,876.32",293.07,596.78,235.52,87.58,123.97,154.26,66.81,65.4,387.27,187.27,279.81,321.3,816.58,403.44,141.33,38.32,137.32,189.36,206.11,130.91,98.66,379.25,266.52,96.38,"1,886.70",311.28,123.37,389.65
1:20:50 PM,17581.6,"15,038.27","20,567.45","16,854.39",193.41,"1,876.68",293.07,596.8,235.5,87.58,123.94,154.24,66.79,65.51,387.27,187.3,279.81,321.35,816.63,403.44,141.32,38.3,137.06,189.36,206.11,130.91,98.97,379.3,266.52,96.39,"1,886.90",311.46,123.37,389.65
1:20:55 PM,17581.59,"15,039.48","20,563.73","16,854.35",193.41,"1,875.23",293.4,596.8,235.51,87.58,123.96,154.23,66.81,65.51,387.39,187.32,279.85,321.33,816.73,403.46,141.34,38.32,137.06,189.43,206.11,130.85,98.99,379.32,266.31,96.39,"1,885.82",311.46,123.37,389.56
1:21:00 PM,17581.92,"15,039.52","20,567.75","16,858.15",193.35,"1,876.68",293.51,596.8,235.54,87.59,123.98,154.26,66.82,65.54,387.53,187.17,279.85,321.34,816.65,403.48,141.33,38.32,137.32,189.4,206.11,130.85,98.68,379.28,266.68,96.39,"1,886.07",311.28,123.37,389.55
1:21:05 PM,17583.3,"15,040.90","20,566.20","16,856.40",193.53,"1,876.38",293.4,596.87,235.57,87.59,124.01,154.3,66.83,65.42,387.53,187.17,279.85,321.33,816.8,403.48,141.3,38.32,137.35,189.35,206.11,130.85,98.99,379.27,266.48,96.4,"1,886.05",311.46,123.37,389.58
1:21:10 PM,17580.99,"15,038.13","20,567.08","16,855.59",193.41,"1,876.38",293.4,596.6,235.52,87.59,123.99,154.33,66.79,65.42,387.71,187.31,279.85,321.33,816.6,403.47,141.33,38.3,137.33,189.31,206.11,130.85,98.68,379.27,266.34,96.4,"1,886.50",311.46,123.37,389.65
1:21:15 PM,17582.52,"15,039.48","20,568.44","16,856.68",193.35,"1,876.17",293.41,596.6,235.55,87.61,123.99,154.33,66.79,65.41,387.71,187.31,279.85,321.34,816.68,403.48,141.34,38.3,137.06,189.3,206.11,130.85,98.99,379.26,266.45,96.4,"1,886.63",311.46,123.37,389.66
1:21:20 PM,17583.27,"15,040.44","20,570.91","16,860.48",193.35,"1,876.38",293.52,596.62,235.56,87.6,123.98,154.3,66.79,65.41,387.71,187.32,279.85,321.31,816.67,403.45,141.33,38.32,137.07,189.34,206.11,130.86,98.99,379.26,266.71,96.4,"1,886.42",311.46,123.37,389.71
1:21:25 PM,17582.93,"15,040.45","20,564.24","16,853.72",193.46,"1,876.38",292.98,596.63,235.54,87.67,123.99,154.29,66.81,65.41,387.71,187.28,279.85,321.34,816.82,403.48,141.32,38.32,137.32,189.41,206.08,130.86,98.97,379.28,266.49,96.4,"1,886.13",311.17,123.37,389.75
1:21:30 PM,17583.22,"15,039.53","20,571.47","16,858.04",193.46,"1,876.38",293.42,596.58,235.5,87.59,124.02,154.34,66.83,65.41,387.71,187.28,279.85,321.34,816.65,403.47,141.33,38.32,136.95,189.37,206.05,130.86,98.98,379.29,266.57,96.4,"1,887.18",311.19,123.37,389.74
1:21:35 PM,17583.96,"15,040.37","20,571.73","16,858.79",193.46,"1,876.38",293.53,596.57,235.5,87.6,124,154.32,66.81,65.41,387.71,187.3,279.75,321.34,816.7,403.53,141.3,38.32,137.32,189.41,206.04,130.86,98.67,379.27,266.57,96.4,"1,887.07",311.18,123.37,389.75
1:21:40 PM,17581.72,"15,039.06","20,568.46","16,858.04",193.35,"1,876.44",293.09,596.59,235.5,87.6,123.98,154.27,66.81,65.41,387.71,187.32,279.71,321.31,816.62,403.47,141.31,38.3,136.93,189.34,206.07,130.86,98.98,379.33,266.79,96.4,"1,886.30",311.68,123.37,389.73
1:21:45 PM,17583.48,"15,040.65","20,570.51","16,860.05",193.53,"1,876.44",293.52,596.59,235.59,87.6,123.99,154.27,66.82,65.44,387.71,187.18,279.85,321.31,816.7,403.51,141.36,38.32,136.94,189.31,206.03,130.86,99.01,379.25,266.59,96.4,"1,886.41",311.67,123.37,389.81
1:21:50 PM,17576.61,"15,034.14","20,570.76","16,861.08",193.53,"1,876.08",293.52,596.58,235.58,87.6,123.98,154.31,66.79,65.44,387.71,187.27,279.93,321.33,816.16,402.98,141.36,38.31,137.34,189.34,206.03,130.86,99.01,379.3,266.63,96.45,"1,886.23",311.68,123.37,389.78
1:21:55 PM,17583.75,"15,040.84","20,569.50","16,858.54",193.51,"1,876.08",293.52,596.65,235.62,87.61,123.97,154.28,66.8,65.44,387.71,187.16,279.85,321.33,816.74,403.5,141.31,38.32,137.06,189.41,205.96,130.88,99,379.3,266.46,96.45,"1,886.49",311.7,123.37,389.76
1:22:00 PM,17574.81,"15,031.57","20,570.39","16,857.68",193.5,"1,876.08",293.43,596.52,235.38,87.6,123.98,154.29,66.8,65.44,387.71,187.27,279.85,321.33,816.03,402.98,141.3,38.31,137.05,189.36,205.93,130.88,99,379.33,266.45,96.45,"1,886.95",311.7,123.37,389.76
1:22:05 PM,17584.96,"15,041.92","20,571.53","16,860.61",193.5,"1,876.01",293.52,596.77,235.35,87.6,123.99,154.31,66.81,65.33,387.71,187.14,279.88,321.33,816.79,403.52,141.34,38.3,137.07,189.4,206.09,130.88,99,379.33,266.7,96.45,"1,886.57",311.7,123.37,389.88
1:22:10 PM,17576.85,"15,034.02","20,570.01","16,858.91",193.4,"1,876.11",293.52,596.75,235.33,87.61,124,154.32,66.81,65.33,387.53,187.29,279.88,321.31,816.2,402.97,141.36,38.3,137.35,189.42,206.09,130.86,99,379.37,266.43,96.45,"1,886.54",311.7,123.37,389.92
1:22:15 PM,17578.79,"15,035.22","20,574.77","16,862.06",193.33,"1,876.11",293.52,597.14,235.33,87.6,124.01,154.34,66.81,65.44,387.53,187.31,279.8,320.55,816.23,402.99,141.37,38.32,137.33,189.43,206.1,130.86,99,379.42,266.81,96.45,"1,887.16",311.7,123.37,390.06
1:22:20 PM,17578.44,"15,035.59","20,572.22","16,861.58",193.33,"1,876.33",293.51,597.27,235.37,87.61,123.98,154.3,66.8,65.45,387.53,187.29,279.8,320.58,816.27,403,141.36,38.33,137.33,189.45,206.07,130.86,99,379.38,266.6,96.43,"1,886.54",311.68,123.49,390.13
1:22:25 PM,17583.85,"15,041.04","20,569.10","16,858.44",193.33,"1,874.88",293.4,597.27,235.38,87.67,123.98,154.34,66.77,65.35,387.53,187.29,279.66,320.58,816.76,403.53,141.34,38.3,137.05,189.34,206.07,130.86,99,379.37,266.5,96.39,"1,886.39",311.68,123.49,390.09
1:22:30 PM,17582.17,"15,040.03","20,566.96","16,858.14",193.4,"1,876.33",293.4,597.27,235.29,87.67,123.97,154.32,66.77,65.56,387.53,187.29,279.66,320.6,816.69,403.49,141.34,38.33,136.93,189.33,206.14,130.86,99,379.37,266.49,96.39,"1,885.84",311.2,123.49,390.1
1:22:35 PM,17574.49,"15,031.76","20,565.56","16,853.71",193.51,"1,876.33",293.41,597.24,235.22,87.59,123.97,154.33,66.77,65.56,387.41,187.29,279.8,320.6,816.14,402.99,141.33,38.32,137.07,189.45,206.14,130.86,99,379.32,266.15,96.39,"1,886.51",311.22,123.37,390.1
1:22:40 PM,17584.15,"15,041.05","20,569.93","16,858.43",193.41,"1,876.33",293.53,597.27,235.3,87.6,123.96,154.29,66.77,65.45,387.41,187.17,279.82,320.89,816.76,403.5,141.29,38.33,137.04,189.43,206.14,130.86,99,379.31,266.49,96.39,"1,886.64",311.22,123.49,390.06
1:22:45 PM,17584.78,"15,041.71","20,568.86","16,857.27",193.41,"1,876.26",293.09,597.27,235.33,87.59,123.97,154.29,66.79,65.45,387.41,187.29,279.82,320.83,816.84,403.5,141.29,38.33,137.3,189.38,206.14,130.86,99,379.31,266.64,96.39,"1,886.61",311.22,123.49,390.07
1:22:50 PM,17584.95,"15,042.00","20,569.12","16,858.05",193.41,"1,876.26",293.09,597,235.32,87.59,123.96,154.26,66.79,65.54,387.41,187.27,279.86,320.86,816.85,403.48,141.35,38.33,137.32,189.4,206.13,130.86,99,379.31,266.59,96.39,"1,886.50",311.72,123.49,390.15
1:22:55 PM,17583.43,"15,040.63","20,569.20","16,858.57",193.53,"1,876.44",293.09,597,235.29,87.59,123.95,154.24,66.79,65.54,387.41,187.15,279.86,320.88,816.73,403.49,141.33,38.33,137.44,189.4,206.13,130.86,98.69,379.29,266.69,96.39,"1,886.39",311.7,123.49,390.18
1:23:00 PM,17576.27,"15,033.39","20,570.20","16,858.90",193.46,"1,876.51",292.98,597.12,235.25,87.59,123.93,154.25,66.76,65.54,387.27,187.14,279.78,320.9,816.15,403.02,141.31,38.32,137.19,189.33,206.07,130.86,99,379.3,266.86,96.38,"1,886.60",311.74,123.49,390.18
